预告,#genre#
三立戲劇,https://tang.serv00.net/zb/99.php?id=2819&token=8142df7d
龍華偶像,https://tang.serv00.net/zb/99.php?id=385&token=8142df7d
霹靂臺灣,https://tang.serv00.net/zb/99.php?id=1339&token=8142df7d
靖天電影,https://tang.serv00.net/zb/99.php?id=110&token=8142df7d
美亞電影,https://tang.serv00.net/zb/99.php?id=375&token=8142df7d
民視影劇,https://tang.serv00.net/zb/99.php?id=1023&token=8142df7d
HBOSignature,https://tang.serv00.net/zb/99.php?id=329&token=8142df7d
HBOSignature,https://tang.serv00.net/zb/99.php?id=2824&token=8142df7d
HBO Hits,https://tang.serv00.net/zb/99.php?id=330&token=8142df7d
采昌影劇,https://tang.serv00.net/zb/99.php?id=62&token=8142df7d
采昌影劇,https://tang.serv00.net/zb/99.php?id=2804&token=8142df7d
影迷數位電影,https://tang.serv00.net/zb/99.php?id=497&token=8142df7d
影迷數位電影,https://tang.serv00.net/zb/99.php?id=2800&token=8142df7d
龍華戲劇,https://tang.serv00.net/zb/99.php?id=365&token=8142df7d
龍華戲劇,https://tang.serv00.net/zb/99.php?id=2796&token=8142df7d
龍華經典,https://tang.serv00.net/zb/99.php?id=100&token=8142df7d
龍翔時代,https://tang.serv00.net/zb/99.php?id=373&token=8142df7d
AXN臺灣,https://tang.serv00.net/zb/99.php?id=2816&token=8142df7d
天映經典,https://tang.serv00.net/zb/99.php?id=2289&token=8142df7d
公視戲劇,https://tang.serv00.net/zb/99.php?id=69&token=8142df7d
AXN亞洲,https://tang.serv00.net/zb/99.php?id=1066&token=8142df7d
Trill恐怖電影,https://tang.serv00.net/zb/99.php?id=18&token=8142df7d
龍華電影,https://tang.serv00.net/zb/99.php?id=311&token=8142df7d
華納電影,https://tang.serv00.net/zb/99.php?id=83&token=8142df7d
靖天戲劇,https://tang.serv00.net/zb/99.php?id=109&token=8142df7d
龍華洋片,https://tang.serv00.net/zb/99.php?id=341&token=8142df7d
緯來體育,https://tang.serv00.net/zb/99.php?id=118&token=8142df7d
緯來體育,https://tang.serv00.net/zb/99.php?id=2732&token=8142df7d
Eleven Sport 1,https://tang.serv00.net/zb/99.php?id=3224&token=8142df7d
Eleven Sport 2,https://tang.serv00.net/zb/99.php?id=301&token=8142df7d
ELTA體育1,https://tang.serv00.net/zb/99.php?id=192&token=8142df7d
ELTA體育1,https://tang.serv00.net/zb/99.php?id=2729&token=8142df7d
ELTA體育2,https://tang.serv00.net/zb/99.php?id=193&token=8142df7d
ELTA體育2,https://tang.serv00.net/zb/99.php?id=2730&token=8142df7d
ELTA體育3,https://tang.serv00.net/zb/99.php?id=194&token=8142df7d
ELTA體育3,https://tang.serv00.net/zb/99.php?id=2731&token=8142df7d
ELTA體育3台,https://tang.serv00.net/zb/99.php?id=2722&token=8142df7d
ELTA體育4,https://tang.serv00.net/zb/99.php?id=2820&token=8142df7d
Z頻道,https://tang.serv00.net/zb/99.php?id=1130&token=8142df7d
博斯無限,https://tang.serv00.net/zb/99.php?id=381&token=8142df7d
博斯無限,https://tang.serv00.net/zb/99.php?id=2797&token=8142df7d
博斯無限2,https://tang.serv00.net/zb/99.php?id=426&token=8142df7d
博斯無限2,https://tang.serv00.net/zb/99.php?id=2798&token=8142df7d
博斯運動1,https://tang.serv00.net/zb/99.php?id=379&token=8142df7d
博斯運動2,https://tang.serv00.net/zb/99.php?id=380&token=8142df7d
亞洲旅遊,https://tang.serv00.net/zb/99.php?id=2299&token=8142df7d
探索頻道,https://tang.serv00.net/zb/99.php?id=2817&token=8142df7d
探索頻道,https://tang.serv00.net/zb/99.php?id=1035&token=8142df7d
大陸尋奇,https://tang.serv00.net/zb/99.php?id=102&token=8142df7d
動物星球,https://tang.serv00.net/zb/99.php?id=367&token=8142df7d
民視旅遊,https://tang.serv00.net/zb/99.php?id=78&token=8142df7d
探索亞洲,https://tang.serv00.net/zb/99.php?id=306&token=8142df7d
探索科學,https://tang.serv00.net/zb/99.php?id=343&token=8142df7d
國家野生,https://tang.serv00.net/zb/99.php?id=1038&token=8142df7d
探索EVE,https://tang.serv00.net/zb/99.php?id=1036&token=8142df7d
視納華仁紀實,https://tang.serv00.net/zb/99.php?id=91&token=8142df7d
美食星球,https://tang.serv00.net/zb/99.php?id=3073&token=8142df7d
美食星球,https://tang.serv00.net/zb/99.php?id=1360&token=8142df7d
EYE旅遊,https://tang.serv00.net/zb/99.php?id=1494&token=8142df7d
探索動力DMAX,https://tang.serv00.net/zb/99.php?id=335&token=8142df7d
Globetrotter 環遊旅行家,https://tang.serv00.net/zb/99.php?id=114&token=8142df7d
MOMO親子,https://tang.serv00.net/zb/99.php?id=2767&token=8142df7d
MOMO親子,https://tang.serv00.net/zb/99.php?id=1126&token=8142df7d
東森幼幼（備）,https://tang.serv00.net/zb/99.php?id=2771&token=8142df7d
東森幼幼,https://tang.serv00.net/zb/99.php?id=371&token=8142df7d
東森亞洲呦呦,https://tang.serv00.net/zb/99.php?id=293&token=8142df7d
CN卡通,https://tang.serv00.net/zb/99.php?id=107&token=8142df7d
靖洋卡通,https://tang.serv00.net/zb/99.php?id=348&token=8142df7d
靖天卡通,https://tang.serv00.net/zb/99.php?id=344&token=8142df7d
大愛一臺,https://tang.serv00.net/zb/99.php?id=11&token=8142df7d
港澳頻道,#genre#
TVB翡翠,https://tang.serv00.net/zb/99.php?id=390&token=8142df7d
TVB翡翠,https://tang.serv00.net/zb/99.php?id=30&token=8142df7d
TVB明珠,https://tang.serv00.net/zb/99.php?id=2437&token=8142df7d
TVB明珠,https://tang.serv00.net/zb/99.php?id=391&token=8142df7d
無線新聞,https://tang.serv00.net/zb/99.php?id=45&token=8142df7d
無線新聞,https://tang.serv00.net/zb/99.php?id=394&token=8142df7d
HOY资讯台,https://tang.serv00.net/zb/99.php?id=395&token=8142df7d
Viu TV,https://tang.serv00.net/zb/99.php?id=2334&token=8142df7d
Viutv,https://tang.serv00.net/zb/99.php?id=72&token=8142df7d
TVB財經,https://tang.serv00.net/zb/99.php?id=2818&token=8142df7d
TVB財經,https://tang.serv00.net/zb/99.php?id=393&token=8142df7d
TVB直播,https://tang.serv00.net/zb/99.php?id=2743&token=8142df7d
TVB J2,https://tang.serv00.net/zb/99.php?id=392&token=8142df7d
TVB J2,https://tang.serv00.net/zb/99.php?id=2834&token=8142df7d
NOWTV,https://tang.serv00.net/zb/99.php?id=1246&token=8142df7d
鳳凰香港,https://tang.serv00.net/zb/99.php?id=2810&token=8142df7d
鳳凰衛視,https://tang.serv00.net/zb/99.php?id=2291&token=8142df7d
鳳凰衛視,https://tang.serv00.net/zb/99.php?id=2812&token=8142df7d
鳳凰资讯,https://tang.serv00.net/zb/99.php?id=2811&token=8142df7d
鳳凰资讯,https://tang.serv00.net/zb/99.php?id=2292&token=8142df7d
星空衛視,https://tang.serv00.net/zb/99.php?id=56&token=8142df7d
HKIBC,https://tang.serv00.net/zb/99.php?id=354&token=8142df7d
HOY,https://tang.serv00.net/zb/99.php?id=401&token=8142df7d
澳門資訊,https://tang.serv00.net/zb/99.php?id=399&token=8142df7d
澳視澳門,https://tang.serv00.net/zb/99.php?id=23&token=8142df7d
澳視葡語,https://tang.serv00.net/zb/99.php?id=24&token=8142df7d
18台,https://tang.serv00.net/zb/99.php?id=2813&token=8142df7d
澳門Macau,https://tang.serv00.net/zb/99.php?id=364&token=8142df7d
廣東珠江,https://tang.serv00.net/zb/99.php?id=1034&token=8142df7d
18台,https://tang.serv00.net/zb/99.php?id=44&token=8142df7d
澳門蓮花,https://tang.serv00.net/zb/99.php?id=70&token=8142df7d
鳳凰電影,https://tang.serv00.net/zb/99.php?id=2814&token=8142df7d
Viutv 6,https://tang.serv00.net/zb/99.php?id=176&token=8142df7d
創世電視,https://tang.serv00.net/zb/99.php?id=1317&token=8142df7d
澳亞衛視,https://tang.serv00.net/zb/99.php?id=85&token=8142df7d
Euronews English,https://tang.serv00.net/zb/99.php?id=2342&token=8142df7d
TVB亞洲劇,https://tang.serv00.net/zb/99.php?id=1048&token=8142df7d
TVB粵語片,https://tang.serv00.net/zb/99.php?id=1589&token=8142df7d
TVB功夫台,https://tang.serv00.net/zb/99.php?id=168&token=8142df7d
亞美卫视,https://tang.serv00.net/zb/99.php?id=8&token=8142df7d
TVB1,https://tang.serv00.net/zb/99.php?id=1242&token=8142df7d
TVB DRAMA,https://tang.serv00.net/zb/99.php?id=1243&token=8142df7d
TVBJ1,https://tang.serv00.net/zb/99.php?id=1244&token=8142df7d
TVBE,https://tang.serv00.net/zb/99.php?id=1245&token=8142df7d
新時代東部,https://tang.serv00.net/zb/99.php?id=1286&token=8142df7d
新時代西部,https://tang.serv00.net/zb/99.php?id=1287&token=8142df7d
新時代2,https://tang.serv00.net/zb/99.php?id=1288&token=8142df7d
城市電視,https://tang.serv00.net/zb/99.php?id=1289&token=8142df7d
TVB星河,https://tang.serv00.net/zb/99.php?id=1079&token=8142df7d
TVB經典,https://tang.serv00.net/zb/99.php?id=1083&token=8142df7d
新聞頻道,#genre#
HOY资讯台,https://tang.serv00.net/zb/99.php?id=395&token=8142df7d
HKIBC,https://tang.serv00.net/zb/99.php?id=354&token=8142df7d
三立新聞,https://tang.serv00.net/zb/99.php?id=43&token=8142df7d
三立新聞,https://tang.serv00.net/zb/99.php?id=2794&token=8142df7d
三立新聞,https://tang.serv00.net/zb/99.php?id=2392&token=8142df7d
三立+,https://tang.serv00.net/zb/99.php?id=320&token=8142df7d
東森新聞,https://tang.serv00.net/zb/99.php?id=1025&token=8142df7d
東森新聞4,https://tang.serv00.net/zb/99.php?id=2766&token=8142df7d
東森新聞,https://tang.serv00.net/zb/99.php?id=1358&token=8142df7d
東森新聞,https://tang.serv00.net/zb/99.php?id=2393&token=8142df7d
東森亞洲,https://tang.serv00.net/zb/99.php?id=3&token=8142df7d
中天新聞,https://tang.serv00.net/zb/99.php?id=2394&token=8142df7d
中天新聞2台,https://tang.serv00.net/zb/99.php?id=152&token=8142df7d
中天新聞,https://tang.serv00.net/zb/99.php?id=2420&token=8142df7d
民視新聞,https://tang.serv00.net/zb/99.php?id=2395&token=8142df7d
民視新聞,https://tang.serv00.net/zb/99.php?id=13&token=8142df7d
TVBS新聞,https://tang.serv00.net/zb/99.php?id=2736&token=8142df7d
TVBS新聞,https://tang.serv00.net/zb/99.php?id=2&token=8142df7d
TVBS新聞,https://tang.serv00.net/zb/99.php?id=2396&token=8142df7d
東森財經,https://tang.serv00.net/zb/99.php?id=2397&token=8142df7d
東森財經,https://tang.serv00.net/zb/99.php?id=12&token=8142df7d
華視新聞,https://tang.serv00.net/zb/99.php?id=2424&token=8142df7d
華視新聞,https://tang.serv00.net/zb/99.php?id=1171&token=8142df7d
三立iNEWS,https://tang.serv00.net/zb/99.php?id=2398&token=8142df7d
三立iNEWS,https://tang.serv00.net/zb/99.php?id=6&token=8142df7d
台視新聞,https://tang.serv00.net/zb/99.php?id=2399&token=8142df7d
台視新聞,https://tang.serv00.net/zb/99.php?id=1&token=8142df7d
中視新聞,https://tang.serv00.net/zb/99.php?id=2400&token=8142df7d
中視新聞,https://tang.serv00.net/zb/99.php?id=7&token=8142df7d
寰宇新聞,https://tang.serv00.net/zb/99.php?id=2401&token=8142df7d
寰宇新聞,https://tang.serv00.net/zb/99.php?id=304&token=8142df7d
寰宇財經,https://tang.serv00.net/zb/99.php?id=2536&token=8142df7d
公視新聞,https://tang.serv00.net/zb/99.php?id=20&token=8142df7d
寰宇臺灣,https://tang.serv00.net/zb/99.php?id=87&token=8142df7d
年代新聞,https://tang.serv00.net/zb/99.php?id=2719&token=8142df7d
年代新聞,https://tang.serv00.net/zb/99.php?id=1099&token=8142df7d
壹新聞,https://tang.serv00.net/zb/99.php?id=2777&token=8142df7d
壹新聞,https://tang.serv00.net/zb/99.php?id=494&token=8142df7d
非凡新聞,https://tang.serv00.net/zb/99.php?id=2795&token=8142df7d
非凡新聞,https://tang.serv00.net/zb/99.php?id=314&token=8142df7d
SBN全球財經,https://tang.serv00.net/zb/99.php?id=1497&token=8142df7d
鏡新聞mnews,https://tang.serv00.net/zb/99.php?id=463&token=8142df7d
鳳凰秀,https://tang.serv00.net/zb/99.php?id=1293&token=8142df7d
三立国際,https://tang.serv00.net/zb/99.php?id=2285&token=8142df7d
GB News,https://tang.serv00.net/zb/99.php?id=77&token=8142df7d
DW德國之聲,https://tang.serv00.net/zb/99.php?id=1059&token=8142df7d
FRANCE 24 English,https://tang.serv00.net/zb/99.php?id=2231&token=8142df7d
新唐人亞太台,https://tang.serv00.net/zb/99.php?id=10&token=8142df7d
CBN News,https://tang.serv00.net/zb/99.php?id=499&token=8142df7d
TRTWORLD,https://tang.serv00.net/zb/99.php?id=1022&token=8142df7d
Bloomberg Business,https://tang.serv00.net/zb/99.php?id=1046&token=8142df7d
Al Jazeera,https://tang.serv00.net/zb/99.php?id=1144&token=8142df7d
Bloomberg Quicktake,https://tang.serv00.net/zb/99.php?id=370&token=8142df7d
Euronews English,https://tang.serv00.net/zb/99.php?id=2342&token=8142df7d
CGTN English,https://tang.serv00.net/zb/99.php?id=2362&token=8142df7d
CGTN Documentary,https://tang.serv00.net/zb/99.php?id=2363&token=8142df7d
CGTN Français,https://tang.serv00.net/zb/99.php?id=2364&token=8142df7d
CGTN Español,https://tang.serv00.net/zb/99.php?id=317&token=8142df7d
CGTN العربية,https://tang.serv00.net/zb/99.php?id=1004&token=8142df7d
NHK WORLD,https://tang.serv00.net/zb/99.php?id=1394&token=8142df7d
United Nations,https://tang.serv00.net/zb/99.php?id=184&token=8142df7d
CANAL 24,https://tang.serv00.net/zb/99.php?id=115&token=8142df7d
Channels,https://tang.serv00.net/zb/99.php?id=1495&token=8142df7d
ABC News Australia,https://tang.serv00.net/zb/99.php?id=2769&token=8142df7d
FRANCE 24,https://tang.serv00.net/zb/99.php?id=1042&token=8142df7d
CNN Indonesia,https://tang.serv00.net/zb/99.php?id=1145&token=8142df7d
影視頻道,#genre#
龍華日韓,https://tang.serv00.net/zb/99.php?id=382&token=8142df7d
東森戲劇,https://tang.serv00.net/zb/99.php?id=2825&token=8142df7d
東森戲劇,https://tang.serv00.net/zb/99.php?id=321&token=8142df7d
八大戲劇,https://tang.serv00.net/zb/99.php?id=81&token=8142df7d
緯來戲劇,https://tang.serv00.net/zb/99.php?id=2727&token=8142df7d
緯來戲劇,https://tang.serv00.net/zb/99.php?id=339&token=8142df7d
東森電影,https://tang.serv00.net/zb/99.php?id=350&token=8142df7d
東森電影,https://tang.serv00.net/zb/99.php?id=2720&token=8142df7d
緯來電影,https://tang.serv00.net/zb/99.php?id=2728&token=8142df7d
HBO HD,https://tang.serv00.net/zb/99.php?id=332&token=8142df7d
HBO HD,https://tang.serv00.net/zb/99.php?id=2823&token=8142df7d
東森洋片,https://tang.serv00.net/zb/99.php?id=1128&token=8142df7d
壹電影,https://tang.serv00.net/zb/99.php?id=2284&token=8142df7d
好萊塢電影,https://tang.serv00.net/zb/99.php?id=37&token=8142df7d
愛爾達影劇,https://tang.serv00.net/zb/99.php?id=500&token=8142df7d
CineMAX,https://tang.serv00.net/zb/99.php?id=346&token=8142df7d
靖天映畫,https://tang.serv00.net/zb/99.php?id=349&token=8142df7d
靖洋戲劇,https://tang.serv00.net/zb/99.php?id=319&token=8142df7d
緯來精彩,https://tang.serv00.net/zb/99.php?id=2280&token=8142df7d
EYE戲劇,https://tang.serv00.net/zb/99.php?id=191&token=8142df7d
三立戲劇,https://tang.serv00.net/zb/99.php?id=64&token=8142df7d
三立戲劇,https://tang.serv00.net/zb/99.php?id=2819&token=8142df7d
龍華偶像,https://tang.serv00.net/zb/99.php?id=385&token=8142df7d
霹靂臺灣,https://tang.serv00.net/zb/99.php?id=1339&token=8142df7d
靖天電影,https://tang.serv00.net/zb/99.php?id=110&token=8142df7d
美亞電影,https://tang.serv00.net/zb/99.php?id=375&token=8142df7d
民視影劇,https://tang.serv00.net/zb/99.php?id=1023&token=8142df7d
AMC,https://tang.serv00.net/zb/99.php?id=84&token=8142df7d
HBOSignature,https://tang.serv00.net/zb/99.php?id=329&token=8142df7d
HBOSignature,https://tang.serv00.net/zb/99.php?id=2824&token=8142df7d
HBO Hits,https://tang.serv00.net/zb/99.php?id=330&token=8142df7d
采昌影劇,https://tang.serv00.net/zb/99.php?id=62&token=8142df7d
采昌影劇,https://tang.serv00.net/zb/99.php?id=2804&token=8142df7d
影迷數位電影,https://tang.serv00.net/zb/99.php?id=497&token=8142df7d
影迷數位電影,https://tang.serv00.net/zb/99.php?id=2800&token=8142df7d
龍華戲劇,https://tang.serv00.net/zb/99.php?id=365&token=8142df7d
龍華戲劇,https://tang.serv00.net/zb/99.php?id=2796&token=8142df7d
龍華經典,https://tang.serv00.net/zb/99.php?id=100&token=8142df7d
龍翔時代,https://tang.serv00.net/zb/99.php?id=373&token=8142df7d
AXN臺灣,https://tang.serv00.net/zb/99.php?id=2816&token=8142df7d
天映經典,https://tang.serv00.net/zb/99.php?id=2289&token=8142df7d
公視戲劇,https://tang.serv00.net/zb/99.php?id=69&token=8142df7d
AXN亞洲,https://tang.serv00.net/zb/99.php?id=1066&token=8142df7d
Trill恐怖電影,https://tang.serv00.net/zb/99.php?id=18&token=8142df7d
龍華電影,https://tang.serv00.net/zb/99.php?id=311&token=8142df7d
華納電影,https://tang.serv00.net/zb/99.php?id=83&token=8142df7d
甄嬛传,https://tang.serv00.net/zb/99.php?id=1060&token=8142df7d
靖天戲劇,https://tang.serv00.net/zb/99.php?id=109&token=8142df7d
CATCHPLAY,https://tang.serv00.net/zb/99.php?id=362&token=8142df7d
